(0, 0)
#2
#1
(2, 0)
(4, 0)
(6, 0)
(6, 2)
(8, 2)
(10, 2)
(12, 2)
(14, 2)
(14, 0)
(14, -2)
(16, -2)
(16, -4)
(18, -4)
(18, -6)
(18, -8)
(16, -8)
(16, -10)
(14, -10)
(12, -10)
(10, -10)
(10, -8)
(8, -8)
(8, -6)
(6, -6)
#3
(8, -6)
(8, -8)
(10, -8)
(10, -10)
(12, -10)
(14, -10)
(16, -10)
(16, -8)
(18, -8)
(18, -6)
(18, -4)
(16, -4)
(16, -2)
(14, -2)
(14, 0)
(14, 2)
(12, 2)
(10, 2)
(8, 2)
(6, 2)
(6, 0)
(4, 0)
(2, 0)
(0, 0)
